	chart	title	artist	weeks	rank	query_week	lyrics
199	country-songs	Used To Love You Sober	Kane Brown	24.0	36.0	2016-04-16	"Life was great
Wouldn't change a thing
I had it all but with you I had more
But out of nowhere out of the blue
Our love turned into a war
Now you're gone and you moved on
And i hate the way im feeling
()
Now the only way I know that I can get you off my mind
To keep a bottle so close try to leave it all behind
I couldn't get enough, girl im drowned, drunk in love
...


(1409614428508)"
200	country-songs	I'll Be The Moon	Dierks Bentley Featuring Maren Morris	1.0	40.0	2016-04-16	"The phone lights up in the dark asks where you are & I start driving
Meet me for a drink, just an hour, maybe two, maybe three, baby I'm in
Girl, you can't take your eyes off me & that first kiss is sweet relief
Ain't no one gotta know
Just one more before you go

I don't wanna be a liar; I don't wanna be a fool
I don't wanna be a secret but I will if you want me to
You can leave me in the dark if that's all I get from you
He can be the sun, I'll be the moon
Yeah, he can be sun, I'll be the moon
...


(1409614428508)"
201	country-songs	Shut Up And Fish	Maddie & Tae	18.0	47.0	2016-04-16	"He pulled up in a red Corvette
Salmon shorts and a white v-neck
I said wow you know how to dress down for a city guy

So we headed out to a spot on the lake
Couple zip poles and a couple a bait
I could tell pretty fast he had more than just bass on his mind

Oh I was fishing he was fishing
We were kissing I was getting
Madder than a hornet in an old coke can
Getting closer sliding over
Crowding up my casting shoulder
Trying to reach out n hold my realing hand
Saying I'm pretty saying he's in love
And how it don't get any better than this

I say yeah it could
Boy if you would
Shut up and fish
...


(1409614428508)"
202	country-songs	Better In Boots	Tyler Farr	20.0	34.0	2016-04-09	"Yeah, you know I love you in a tight dress
But you're, oh my God, slippin' out of it
You turn me on, girl you know you do
But you tear me up even better in boots

We ain't gotta worry ‘bout gettin' dirty
We can do whatever we want
Baby put your Luccheses on
You know you want to
‘Cause we got a full moon
And it's Friday night
Girl you got me so hooked
Ain't nothin' ever looked better in boots
...


(1409614428508)"
203	country-songs	There Goes My Everything	Kane Brown	2.0	46.0	2016-04-09	"Everything
Everything
Evetything
Everything
Everything
Evetything
Everything
Everything
Evetything

I watch her every morning
Putting on her make up
That girl comes without a warning
So addicting, I can't get enough
She gets dressed for work, grabs her keys and she leaves
Yeah that goodbye kiss kills me

There goes my everything
My everything
My all, my love for sure
She's everything I wanna need
And this is even more
When I see her face I can't help but think
There goes my everything

Everything
...


(1409614428508)"
204	country-songs	Wide Open	Kane Brown	1.0	34.0	2016-04-02	"Just a slow down small town
Just a deep south home crowd
With nothing to do and nothing to lose
The same old paper and same old news

We'd ride around 10: 30 on a Friday
We'd hurry to a parkin lot
With all our friends
Turning up the heat when
We finally made it to the weekend

We put the gas to the floor
Yeah, we hit it wide open
Two-lane highway rolling
With no one around, slowing us down
Radio loud, had the speakers all blowing
Dials wide open
Feet on the dash with her hand out the window
...


(1409614428508)"
205	country-songs	Excuses	Kane Brown	1.0	36.0	2016-04-02	"Always stayin' out late, get off at 8
But you come to door at 3
Name on your phone says caller unknown
But girl you ain't foolin' me
I can see it in your eyes and all the shh you hide

All your excuses, they're always in the way
Do you think that I'm stupid, make a new one everyday
But you can't lie, girl I ain't blind
If love is just a game you play, well then you're losin'
Stupid excuses
...


(1409614428508)"
206	country-songs	Power Of Positive Drinkin'	Chris Janson	3.0	46.0	2016-04-02	"Work sucks, truck died, hot as hell outside, my AC just broke
The woman I love packed half of my stuff and she took off down the road
Where she went, I don't know but she's never coming back
My life feels like a joke but it hurts too much to laugh

So I go to that little place where the good times always roll
In the glow of the neon light where I know there's a new song I'll be singing
Before I leave yeah I believe in the power of positive drinking
Beer one tastes just like a beer
Beer two a little bit better than one
Beer three, beer four, yeah that was pretty damn good so hand me one more
Beer five I'm coming' alive,
...


(1409614428508)"
207	country-songs	Raised On It	Sam Hunt	3.0	50.0	2016-04-02	"Snap backs and levi jeans,
pbr and burnt CDs
Running for the grass on the hot concrete
Still working on our summer feet

Cheap gas and ready ice,
Trunk music and headlight fights
Dodging smoke from a riverbank fire
Pretty girl and a pickup line like
""Hey what's your name, you know smoke follows beauty baby""
We stayed up all night long
Made our drinks too strong
Feeling ten feet tall
Ropes swinging into the water
In the middle of the night
Like oh-oh-oh oh oh
Breaking our boots in
Stompin' in the ground we grew up on
Yeah, we were raised on it
...


(1409614428508)"
208	country-songs	Beautiful Drug	Zac Brown Band	27.0	5.0	2016-03-26	"I got a death wish, her looks can kill
She's got a red dress, lipstick and heels

Pull me in, get me hooked like a junky
Got me feelin' so high

You're such a beautiful drug, I can't get enough
Addicted and I'm dyin' for a hit of your love
Got a death wish baby, baby
Don't want you to save me, save me

She lets her hair down, and all of mine stand up
Can't help but stare now, gotta feel that touch
Her kiss my vapor so sweet
Can't quit those lips are a habit to me
...


(1409614428508)"
209	country-songs	Backroad Song	Granger Smith	26.0	19.0	2016-03-26	"Barbwire fence carving out a hillside, cutting holes in the midday sun, like a postcard framed in a windshield covered in dust.
I love the rythmn of an old gray black top, 33's just whistling bye, steer the wheel one handed on a two lane hugging that line.
I got the windows down, No one else around
singing ohhhh
freedom is the miles I'm rolling on

ohhhhhh
out here cruising to a backroad song
I feel the wheels like a melody, like a radio dialing in strong, come on come on, sing along sing along to my backroad song.
oooohhhhh oooohhhhh
I hit the brakes for an old New Holland, hammered down and passed him on up, The breeze smeels like a summertime hay field thats just been cut.
I got the windows down way out of town
singing ooohhhh
...


(1409614428508)"
210	country-songs	Break On Me.	Keith Urban	21.0	22.0	2016-03-26	"There'll be days your heart don't wanna beat
You pray more than you breathe
And you just wanna fall to pieces
And nights, those 2 AM calls
Where dreams become walls
And you just need a break
Break on me

Shatter like glass
Come apart in my hands
Take as long as it takes, girl
Break on me
Put your head on my chest
Let me help you forget
When your heart needs to break
Just break on me

...


(1409614428508)"
211	country-songs	Real Men Love Jesus	Michael Ray	21.0	29.0	2016-03-26	"Real men love fishin
Fast cars and livin'
Out on the edge so far
They're gonna need forgivin'
Real men like football
Cowboys and outlaws
Can't help but fly so high
It's gonna hurt to fall

Like Saturday nights out on the town
Sunday morning coming down
A pretty girl out on the dance floor spinnin'
Round and round and round they go
Cold beer and a dirty hand
Calling home every chance they can
To say I love you
They don't need a reason
...


(1409614428508)"
212	country-songs	Crazy Over Me	Dylan Scott	20.0	39.0	2016-03-26	"She said ""Honey, do you think I'm smart?""
I said ""Of course you are
aint you lying here in my arms?""
She smiled, ""Well does this shirt make me look fat?""
I kinda leaned back and laughed
and I said, ""Honey, what kind of question is that?""
You're crazy
There ain't a girl in this whole wide world that could ever make me
feel the way I do about you, baby
Yeah, you're crazy
But you can be as crazy as you wanna be
As long as you're crazy over me
...


(1409614428508)"
213	country-songs	When I'm Gone	Joey + Rory	5.0	26.0	2016-03-19	"A bright sunrise will contradict the heavy fault that weighs you down
In spite of all the funeral songs
The birds will make their joyful sounds
You wonder why the earth still moves
You wonder how you'll carry on……
But you'll be okay on that first day when I'm gone
Dusk will come with fireflies and whippoorwill and crickets call
And every star will take its place
...


(1409614428508)"
214	country-songs	Grandma's Garden	Zac Brown	1.0	41.0	2016-03-19	"Grandma had a garden in the backyard
She always had a way with things that grow
She'd be out there early in the springtime
Just as soon as she was sure it wouldn't snow
She'd say I love to watch the seeds I've planted
Grow up into what they oughta be
Oh, I thought she was talking about tomatoes
She was talking about her family

Grandma's garden grew up strong
Because she weeded out whatever could go wrong
She'd say the straight and narrow is the toughest row to hoe
...


(1409614428508)"
215	country-songs	Mr. Misunderstood	Eric Church	19.0	42.0	2016-03-19	"Hey there, weird kid in your high-top shoes
Sitting in the back of the class; I was just like you
Always left out, never fit in
Owning that path you're walking in
Mr. Misunderstood, Mr. Misunderstood

Now, your buddies get their rocks off on Top 40 radio
But you love your daddy's vinyl, old-time rock and roll
Elvis Costello, Ray Wylie Hubbard, and think Jeff Tweedy is one bad mother
Mr. Misunderstood, Mr. Misunderstood

One day you'll lead the charge, you'll lead the band
Guitar Hero with lightning hands
And the girls will like your tattoos and the veins in your arms
They'll be helpless to your musical charms
And they'll all hold up their hands
And they'll all wanna dance
With Mr. Misunderstood, Mr. Misunderstood

First time I met Alabama Hannah, I was skinny as a rail
Red hair tied up in a blue bandana; she was hotter than the devil's Hell
She turned me on to Back Porch Pickers, Jackson Pollock, and gin
Her daddy didn't trust my intentions, so he turned to his daddy's old .410
...


(1409614428508)"
216	country-songs	Traveller	Chris Stapleton	19.0	48.0	2016-03-19	"I see the sunrise creeping in
Everything changes like the desert wind
Here she comes and then she's gone again

I'm just a traveller on this earth
Sure as my heart's behind the pocket of my shirt
I'll just keep rolling till I'm in the dirt
‘Cause I'm a traveller, oh, I'm a traveller
I couldn't tell you honey, I don't know
Where I'm going but I've got to go
‘Cause every turn reveals some other road
And I'm a traveller, oh, I'm a traveller
...


(1409614428508)"
217	country-songs	We Went	Randy Houser	40.0	7.0	2016-03-12	"Black pontiac with a pocket of cash
Foot on the gas
ready and throwing up a little dust
like a pick up truck
does in the mud but ain't nobody slowing' us down
right now

She said I need a little something with some get up and go
And nobody knows how to get me going
quite like you do when you doin the things you do
Wanna give this sleepy podunk town
something to talk about

So We were taillights fading from some blue lights chasing
Cut a path through the corn on County Road 44
Tore up a fence
...


(1409614428508)"
218	country-songs	Break Up In A Small Town	Sam Hunt	47.0	8.0	2016-03-12	"I knew I'd see her around
I'd be at some party, she'd show up and I'd be walking out
Or across some parking lot hiding behind her sister
I'd look up, she'd be at the red light beside me
In that white Maxima with the sticker on the back
I'd act like I didn't see her
We'd pay at the same pumps
Flip through the same stations
And slow down for the same curves
Run around with the same crowds
We just needed some time
She could get on with her life and I'd get on with mine
Thought I would be fine, heh, but maybe not
I knew she'd find a way to get over me
But I'd never thought that...

She would get down with somebody I know
I guess that's just how it goes
When you break up in a small town
I see our friends and they put on a show
Like they don't want me to know
So they give me the go-around
But there's only so many streets, so many lights
...


(1409614428508)"
219	country-songs	Blue Bayou	Alisan Porter	1.0	41.0	2016-03-12	"I feel so bad I got a worried mind
I'm so lonesome all the time
Since I left my baby behind
On Blue Bayou

Saving nickles, saving dimes
Working 'til the sun don't shine
Looking forward to happier times
On Blue Bayou

I'm going back someday
Come what may
To Blue Bayou
Where the folks are fine
And the world is mine
On Blue Bayou
Where those fishing boats
With their sails afloat
If I could only see
...


(1409614428508)"
220	country-songs	The Driver	Charles Kelley Featuring Dierks Bentley & Eric Paslay	11.0	49.0	2016-03-12	"I'm the driver, bringing their circus to town
first one in and the last rolling out, shutting down
the up all-nighter, all the stars and sunrises I've seen
every corn field and town in between, west to east.

Oh, easy come easy go
yeah we rock then we roll out of town
but for now while the moment is here
shine a light drink a beer
let's get loud,
all the drivers and dreamers, believers and singers
oh won't you sing with me now
Oh, oh woah, oh oh oh woah, oh oh woah, oh oh oh-woah, oh oh.

(Eric Paslay)
I'm the dreamer, soaking up every line
...


(1409614428508)"
221	country-songs	Dibs	Kelsea Ballerini	28.0	7.0	2016-02-27	"I know everybody wants you
That ain't no secret
Hey baby what's your status?
And tell me are you trynna keep it?
Well, they can all back off
'Cause I know what I want
And while I've got your attention
Did I mention:
If you got a kiss on your lips that you're looking for somebody to take
heyy
If you got a heart that ain't afraid to love
Ain't afraid to break
heyy
If you've got a Friday night free and a shotgun seat
Well I'm just saying, I ain't got nowhere to be
So baby I'll take whatever it is you've got to give
Yeah
I'll calling dibs
On your lips
On your kiss
On your time
Boy, I'm calling dibs
On your hand
On your heart
All mine
...


(1409614428508)"
222	country-songs	Hold On	The Scott Brothers	1.0	38.0	2016-02-27	"Another new city
Another new town
Making new memories
Making each moment count
My new favorite place is where I've never been
There's one place I go back again and again and again
Hold on Hold on
I'm coming home I'm coming home
It's been too long
Way too long
So I'm coming home to you
///
...


(1409614428508)"
223	country-songs	Whiskey On My Breath	Love And Theft	4.0	48.0	2016-02-27	"""Whiskey On My Breath""

I woke up with a pounding head
With a bottle laying in the bed
There was a little, a little bit left
So I picked it up and I killed the rest

Oh I know I'm going to heaven
But I can't go with me like this
I need to pull myself together
Before then
No I ain't afraid if dying
...


(1409614428508)"
224	country-songs	Yup	Easton Corbin	17.0	49.0	2016-02-27	"You oughta shoot that last one down, now.
Pass on that one more round, now.
Closing in on two-leg-thirty.
Better get home, gotta hit it hard early.
Yup.
You gotta pretty girl lookin' at you there.
Givin you that what you gonna do stare.
You say nope, gonna call it a night, now.
But you're all wrapped up in the right now
Yup.
Gonna buy her a drink no time to think.
Yup.
You'll try to say that you can't stay,
...


(1409614428508)"
225	country-songs	Country Nation	Brad Paisley	24.0	24.0	2016-02-20	"We work in the factories and the fields
Assembly lines and coal mines and the steel mills
That's what we do but there's more than us than that
If you want to know who we are it son the logos of our caps

We're Mountaineers, volunteers
We're the tide that rolls, we're Seminoles
We're the herd the long steer
We drive Ford and Chevrolet
Shoot twenty-four and eighty-eight
We crank up our music Friday nights
On two thousand country stations
Yeah, we're one big country nation, that's right
...


(1409614428508)"
226	country-songs	RED, WHITE & YOU	Steven Tyler	3.0	46.0	2016-02-20	"I ran out, nothing else matters, You and me and the Georgia natives
Look around ‘cause it don't get any better, Have you ever felt so alright?
Lets dance, take it slow, Tom Petty on the radio
When we're singing about American Girls like you
When I look in your eyes, all I wanna do is…

Bang bang baby like the 4th of July, A Lightning strike in the midnight sky
Don't give a damn about the summertime blues, All I need is red white and you
Peel off those colors babe, tell me you're gonna stay
American girls making dreams come true
All I need is red white and

You pulling me a little bit closer, Heart beating like a big bass drum
...


(1409614428508)"
227	country-songs	Stay A Little Longer	Brothers Osborne	44.0	10.0	2016-02-13	"Something like a strong wind is coming over
Has got a hold of me, yeah
Thinking and doing things I shouldn't be
No, I shouldn't be

One more call
It's one more ""whatcha doin right now?""
It's one more trip to my side of town and you walk right in
One more here we go again

One more drink leads to another
You slide up close to me
Tear our t-shirts off each other
Your hands all over me
I tell myself I'm not in love
But one more time is not enough
One last kiss and then you're a goner
...


(1409614428508)"
228	country-songs	Cold Beer Conversation	George Strait	19.0	50.0	2016-02-13	"Ya ever feel like you're standing in glue
Going nowhere, yeah man, me too
Busting your butt just trying to get ahead
Wind up tasting a little dust instead
Buddy, I swear that pretty thing of mine
Don't ask for much but I'd be lyin'
If I said, I didn't want to give her everything that shines

Cold beer conversations
Just a couple old boys, a little time well wasted
Trying to figure out life
Trying to figure out girls
Trying to find our place in this crazy old world
A little truth, a little frustration
Cold beer conversation
...


(1409614428508)"
229	country-songs	Just Like Them Horses	Reba	1.0	37.0	2016-02-06	"She held him close, then she kissed his face
He said it just has to be this way
Yours is the heart I'll always keep
I'm not gone even if I leave

If you love me, don't you be afraid
To look in my eyes and open up the gate
Then watch me ride beneath a newborn sun
Just like them horses
When it's time to run

He said, Chockie Mountain is calling me
Gonna take a walk up where I can sing
Turn and face that western wind
Oh, and I'll be home again
...


(1409614428508)"
230	country-songs	Boy & A Girl Thing	Mo Pitney	1.0	50.0	2016-02-06	"He's gross, she's got cooties
That's just how it's supposed to be
He hates dumb tea parties
She won't climb a tree
It's a boy and a girl thing
A girl and a boy thing
It's a boy and a girl thing
A girl and a boy thing
She'll stop wearin' pigtails
And get the braces off her teeth
He'll stop makin' faces
And start savin' her a seat
...


(1409614428508)"
231	country-songs	I Love This Life	LoCash	36.0	5.0	2016-01-30	"I love my boots broke in, I love my Camo hat
Don't mind a little paint on my jeans, yeah I roll like that
I love driving my truck across the railroad tracks
If you hit it too quick, it'll hit ya right back

I love a fresh cut field with a first frost on
How it shines like gold when the sun turned on
I love the sound of them wheels with my baby singing along
When ""The Boys Of Summer"" comes on

I love my small town world,

I love a country girl
I love a Friday night
Man I love this life
The sound of an ol' dirt road
Rollin' through mind
Man I love, man I love,
Man, I Love This Life
...


(1409614428508)"
232	country-songs	I Got The Boy	Jana Kramer	49.0	7.0	2016-01-30	"I saw your picture in a paper, Honeymoon in Jamaica,
she's a lucky girl
You look so grown up in your black tux,
from a ball cap in a pick up, seems like another world
You and me and our big dreams, falling in love
We were two kids in the backseat, all fearless and young

I got the first kiss and she'll get the last
She's got the future, I got the past
I got the class ring, she got the diamond and wedding band
...


(1409614428508)"
233	country-songs	Gonna Know We Were Here	Jason Aldean	26.0	14.0	2016-01-30	"You got the gas
I got the matches
We gonna turn this town to ashes
Cause they ain't never seen nothing like us
Ain't heard loud till we turn it up
I got the wild
You got the crazy
You know that's why I love you baby
Cause your motor runs just as fast as mine
Pedal to the metal, keep your throttle down all night
And we only get one life

Ain't scared to ride this train
Make a few marks, leave a few stains
Might slam just a little too hard
Might take it just a little too far
Might burn out like a firework,
Like a shooting star across the sky
...


(1409614428508)"
234	country-songs	Gonna	Blake Shelton	26.0	19.0	2016-01-30	"I'm gonna take you for a date
Take you for a ride
Gonna get you over there on the passenger's side
I'm gonna put the radio on your favorite song
I'm gonna crank it up and get you singing along

Hey, hey (Hey, hey)
Alright (alright)
Girl I'm digging on it, on you tonight
Ain't it immediate, it's open now
Wishing a woman
It's the damn right
Hold you tight, baby I'm gonna

So what's it gonna take?
What's it gonna be?
We can pump it on the boulevard
...


(1409614428508)"
235	country-songs	Sweet By & By	Miranda Lambert	1.0	40.0	2016-01-30	"Pick a switch
Read the Bible
Hunt a fish for survival
Plant a seed
watch it grow
Learn to trust witch way the wind blows
Let your mama know your love her
You will never have another
Daddy I have not forgotten
the lessons learned under the light of a southern starry sky
Family's the light that guides us
Blessed be the ties that bind us
...


(1409614428508)"
236	country-songs	Burning House	Cam	32.0	7.0	2016-01-23	"I had a dream about a burning house
You were stuck inside
I couldn't get you out
I laid beside you and pulled you close
And the two of us went up in smoke

Love isn't all that it seems I did you wrong
I'll stay here with you until this dream is gone

I've been sleepwalking
Been wandering all night
Trying to take what's lost and broken
Make it right
I've been sleepwalking
Too close to the fire

But it's the only place that I can hold you tight
In this burning house
...


(1409614428508)"
237	country-songs	I'm Comin' Over	Chris Young	36.0	9.0	2016-01-23	"We say goodbye, see you around
We turn our backs then turn back around
We break up, we make up and we make love
We can't seem to let go girl so

I'm comin' over, running every red light
To hell with the closure, save it for another time
Try not to think about you but it ain't working
Why put out a fire when it's still burning
Just when I think moving On's getting closer
I'm comin' over

I'm all alone but you're on my phone
Telling me you miss me, heh, that you're at home
...


(1409614428508)"
238	country-songs	Strip It Down	Luke Bryan	26.0	22.0	2016-01-23	"Let it fade to black
Let me run my fingers down your back
Lets whisper, let's don't talk
Baby, leave my T-shirt in the hall

Like a needle finds a groove
Baby, we'll remember what to do
To drown out every distraction
It's time we made it happen

Strip it down, strip it down
Back to you and me like it used to be
When it was an old back road with an old school beat
Cowboy boots by your little bare feet
Let it out, tell me right now
Everything I need in them white cotton sheets
Dirty dance me slow in the summertime heat
Feel my belt turn loose from these old blue jeans
We both know that we lost it somehow
...


(1409614428508)"
239	country-songs	Top Of The World	Tim McGraw	24.0	25.0	2016-01-23	"We could have a little double wide planted in an empty field
We could have a big old white picket wrap around on a hill
Don't make a difference to me baby, where the wind takes me, long as I'm with you girl
We could have something or nothing, still be sitting on top of the world

Cause when you got love, like we got love
I'm holding on to heaven, holding on to you
When you got one, like I got one
Anyway you looking, it's a hell of a view

Don't know where we're gonna be
But I know we're gonna be
Sitting on top of the world
So keep hanging on to me
Yeah, don't you wanna be
Sitting on top of the world
Top of the world

We could be rolling on a couple of Goodyear's and painted rust
We could be strolling barefoot in the sand, in the setting sun
Yeah, any way you kiss me, flips me and gets me the right kind of tipsy, girl
...


(1409614428508)"
240	country-songs	Why Baby Why	Mickey Guyton	1.0	45.0	2016-01-23	"Your suitcase is gone, with all of your things
Our old picture frames are empty
I burned all your letters, I took off your ring
But what can I do with these memories
Keeping me up 'til the dawn
Hanging on like you're coming back
But you ain't coming back
So tell me why, baby, why, baby
Why, baby, why won't you let me let go
I try, baby, try, baby, try
But your love just won't leave me alone
I can't stop the hurt, numb the pain
Cool the burn, kill the ache
No matter how hard that I
Cry, baby, cry
...


(1409614428508)"
241	country-songs	Smoke Break	Carrie Underwood	21.0	21.0	2016-01-16	"She's a small-town, hard-working woman just trying to make a living
Working three jobs, feeding four little mouths in a run-down kitchen
When you never taking nothing and doing nothing but giving
It's hard to be a good wife and a good mom and a good Christian

She said, ""I don't drink""
""But sometimes I need a stiff drink""
""Sipping from a highball glass""
""Let the world fade away""
She said, ""I don't smoke""
""But sometimes I need a long drag""
""Yeah, I know it might sound bad""
""But sometimes I need a smoke break""

He's a big-city, hard-working man just trying to climb the ladder
...


(1409614428508)"
242	country-songs	(This Ain't No) Drunk Dial	A Thousand Horses	20.0	30.0	2016-01-16	"Girl, don't hang up, I called on purpose
Yeah, I've had a few, hell I'm hurtin'
Our song came on the radio
I could hear you singin' along
So I took the long way home
So I could listen to it all
Sounds like ohhhh ohh ohh woah oh oh
It sounds like ohhhh ohh ohh woah oh oh
This ain't no drunk dial
Ain't no words that I'll forget
In the mornin'
Still mean everything I said
I know it's late and I ain't called in a while
But this ain't no drunk dial
...


(1409614428508)"
243	country-songs	Pain Killer	Little Big Town	1.0	49.0	2016-01-09	"Don't need no whiskey
When I've had a bad day
No prescription honey
When my skies are grey

No poppin' the pills
No smokin a pill
To make me feel ok
You go down easy baby
I could drink you by the case

You're my pain killer
A little dose of you goes a long long way
You're my pain killer
Oh you take it away
You take it away

Don't need no fixin'
...


(1409614428508)"
244	country-songs	Run Away With You	Big & Rich	20.0	39.0	2016-01-02	"Sometimes it feels just like you're so far away
We don't take the time to say the thing we used to say
And I can't remember the last time together lost in each other's eyes
And it just ain't right
Come on baby let's leave tonight

I just wanna run, I just want to run away with you
And live wide open
Set Em On fire, crazy like we used to
It don't matter where we're going
Up on a mountain, down by the beach side
Till we find the love that we fell into
Hey, I just wanna run, I just want to run away with you
I just want to run away with you

...


(1409614428508)"
1	rock-songs	Believer	Imagine Dragons	11.0	1.0	2017-04-22	"First things first
I'mma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I can be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my soul into the masses
Write down my poems for the few
That looked at me Took to me, shook to me, feeling me
Singing from heart ache from the pain
Take up my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

Pain!
You made me a, you made me a believer, believer
Pain!
You break me down, you build me up, believer, believer
Pain!
...


(1409614428508)"
2	rock-songs	Heathens	twenty one pilots	43.0	2.0	2017-04-22	"All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

Welcome to the room of people
Who have rooms of people that they loved one day
Locked away
Just because we check the guns at the door
Doesn't mean our brains will change from hand grenades

You'll never know the psychopath sitting next to you
You'll never know the murderer sitting next to you
...


(1409614428508)"
3	rock-songs	Heavy	Linkin Park Featuring Kiiara	9.0	3.0	2017-04-22	"I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah, I drive myself crazy
'Cause I can't escape the gravity

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

...


(1409614428508)"
4	rock-songs	Ride	twenty one pilots	91.0	4.0	2017-04-22	"I just wanna stay in the sun where I find
I know it's hard sometimes
Pieces of peace in the sun's peace of mind
I know it's hard sometimes.
Yeah, I think about the end just way too much
But it's fun to fantasize
On my enemies who wouldn't wish who I was
But it's fun to fantasize.

Oh, oh, oh, oh
Oh, oh, oh, oh.
I'm fallin' so I'm taking my time on my ri-i-i-ide

Oh, oh, oh, oh

I'm fallin' so I'm taking my time on my ride
Takin' my time on my ride.
""I'd die for you"" that's easy to say
We have a list of people that we would take
A bullet for them, a bullet for you
A bullet for everybody in this room
But I don't seem to see many bullets coming through
See many bullets coming through
Metaphorically, I'm the man
...


(1409614428508)"
5	rock-songs	Human	Rag'n'Bone Man	20.0	5.0	2017-04-22	"I'm only human
I'm only, I'm only
I'm only human, human

Maybe I'm foolish
Maybe I'm blind
Thinking I can see through this
And see what's behind
Got no way to prove it
So maybe I'm blind
But I'm only human after all
I'm only human after all
Don't put your blame on me
Don't put your blame on me

Take a look in the mirror
And what do you see
Do you see it clearer
Or are you deceived
In what you believe
'Cause I'm only human after all
You're only human after all
Don't put the blame on me
Don't put your blame on me
...


(1409614428508)"
6	rock-songs	Sucker For Pain	Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors	41.0	6.0	2017-04-15	"I torture you
Take my hand through the flames
I torture you
I'm a slave to your games
I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain

I'm a sucker for pain
I got the squad tatted on me from my neck to my ankles
Pressure from the man got us all in rebellion
We gonna go to war, yeah, without failure
Do it for the fam, dog, ten toes down, dog
Love and the loyalty that's what we stand for
Alienated by society, all this pressure give me anxiety
Walk slow through the fire
Like, who gonna try us?
Feeling the world go against us
So we put the world on our shoulders


I torture you
Take my hand through the flames
I torture you
I'm a slave to your games
I'm just a sucker for pain
I wanna chain you up
I wanna tie you down
I'm just a sucker for pain


I been at it with my homies
It don't matter, you don't know me
...


(1409614428508)"
7	rock-songs	Way Down We Go	Kaleo	50.0	7.0	2017-04-15	"Father tell me, we get what we deserve
Oh we get what we deserve

And way down we go
Way down we go
Say way down we go
Way down we go

You let your feet run wild
Time has come as we all oh, go down
Yeah but for the fall oh, my
...


(1409614428508)"
8	rock-songs	Heavydirtysoul	twenty one pilots	35.0	8.0	2017-04-15	"There’s an infestation in my mind’s imagination
I hope that they choke on smoke cause I’m smoking them out the basement
This is not rap, this is not hip-hop
Just another attempt to make the voices stop
Rapping to prove nothing, just writing to say something
Cause I wasn’t the only one who wasn’t rushing to saying nothing
This doesn’t mean I lost my dream
It’s just right now I got a really crazy mind to clean

Gangsters don’t cry
Therefore, therefore I’m Mr. Misty-eyed, therefore I’m

Can you save
Can you save my
Can you save my heavydirtysoul?
Can you save
Can you save my
Can you save my heavydirtysoul?
For me, for me, oh
Can you save my heavydirtysoul?
For me, for me, oh
Can you save my heavydirtysoul?
...


(1409614428508)"
9	rock-songs	Wish I Knew You	The Revivalists	19.0	9.0	2017-04-15	"You shine like a star
You know who you are

You're everything beautiful
She's hot, hot like the sun
The loneliest one
Still everything beautiful
Well I'll be god damned
You're standing at my door
We stayed up in the city
Until the stars lost the war
So Friday night, holy ghost
Take me to your level
Show me the one I need the most
I need the most

I wish I knew you when I was young

We could've got so high
Now we're here it's been so long
Two strangers in the bright lights
Oh I hope you don't mind
We can share my mood
Two strangers in the bright lights
...


(1409614428508)"
10	rock-songs	Saturnz Barz	Gorillaz Featuring Popcaan	2.0	10.0	2017-04-15	"Haha, woii yoii!
Done know how di ting go, a the Unruly boss
Don'?
Hahaha

(Press the button to begin)

Cho
All my life
Mi ever have mi gun so mi haffi move sharp like mi knife
All my life
Mi pray say when mi get wealthy a ma a mi wife
All my life
The system force mi
Fi be a killer just like Rodney Price
All my life
No, all my life

Aa happen to you cobe, some bwoy doh know mi
To how me ruff dem cah believe a grandma grow mi
Know few Popcaan song doh, and feel dem know mi
...


(1409614428508)"
11	rock-songs	Andromeda	Gorillaz Featuring D.R.A.M.	1.0	9.0	2017-04-08	"When the passing looks to die for
Take it in your heart now love her
When the case is out
And you're tired and sodden
Take it in your heart
Take it in your heart

Back to when it was cool
'Cause there's no substitute
Who even knows the truth?
The truth, the truth

Take it in your heart now, love her
Take it in your heart, heart, heart, heart
Take it in your heart
Take it in your heart, heart, heart, heart
Where it all goes down
...


(1409614428508)"
